show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1298,TV Show,Sample Title 1298,,"Priya Khan, Ahmed Sharma, Hana Sato, Wei Khan, Yuki Jones",Canada,2/12/2008,1976,TV-Y,8 Seasons,International TV Shows,A sample description for demonstration purposes.
s1299,TV Show,Sample Title 1299,,,,,2001,TV-14,9 Seasons,"TV Dramas, Crime TV Shows",A sample description for demonstration purposes.
s1300,TV Show,Sample Title 1300,,"Priya Tanaka, Nina Sharma",United States,9/23/2008,1962,TV-PG,2 Seasons,"Kids' TV, TV Dramas, Reality TV",A sample description for demonstration purposes.
s1301,TV Show,Sample Title 1301,,"Olu Smith, Tom Sharma, Maria Khan",Canada,"September 13, 2019",2018,TV-Y,5 Seasons,"Reality TV, Crime TV Shows, International TV Shows",A sample description for demonstration purposes.
s1302,Movie,Sample Title 1302,Hana Khan,"Ahmed Smith, Maria Garcia, Raj Chen, Ahmed Silva",India,"September 09, 2008",1997,PG-13,87 min,"Classic Movies, Comedies",A sample description for demonstration purposes.
s1303,Movie,Sample Title 1303,John Lopez,"Alex Brown, Ahmed Chen",Mexico,7/7/2008,2004,TV-14,175 min,"Dramas, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s1304,Movie,Sample Title 1304,Ahmed Garcia,"Hana Adeyemi, Ahmed Sato, Tom Chen, Sofia Garcia",Turkey,4/24/2008,2005,TV-14,144 min,"Action & Adventure, Romantic Movies, Horror Movies",A sample description for demonstration purposes.
s1305,TV Show,Sample Title 1305,,"Nina Brown, Yuki Kim",United States,"August 05, 2015",2011,,7 Seasons,"British TV Shows, Reality TV",A sample description for demonstration purposes.
s1306,Movie,Sample Title 1306,Yuki Novak,"Nina Sharma, Diego Garcia, Wei Smith, Maria Sharma",United States,2/27/2008,1963,G,106 min,"Horror Movies, Action & Adventure, Comedies",A sample description for demonstration purposes.
s1307,TV Show,Sample Title 1307,,"Ahmed Garcia, Hana Patel, Wei Sharma",South Korea,2008-03-14,1952,TV-Y,10 Seasons,"TV Dramas, Crime TV Shows",A sample description for demonstration purposes.
s1308,Movie,Sample Title 1308,John Sato,"John Tanaka, Nina Jones, Yuki Chen, Emma Lee",United States,"August 22, 2009",2006,TV-PG,132 min,Music & Musicals,A sample description for demonstration purposes.
s1309,TV Show,Sample Title 1309,,,Brazil,6/9/2008,1968,TV-PG,1 Season,TV Dramas,A sample description for demonstration purposes.
s1310,TV Show,Sample Title 1310,,"Raj Lopez, Tom Khan, Sofia Sharma, Emma Patel",Canada,2008-12-02,1989,TV-Y7,6 Seasons,"International TV Shows, Crime TV Shows, TV Comedies",A sample description for demonstration purposes.
s1311,TV Show,Sample Title 1311,,"Priya Adeyemi, Diego Jones",Spain,10/6/2008,1996,TV-Y,4 Seasons,"TV Dramas, International TV Shows",A sample description for demonstration purposes.
s1312,TV Show,Sample Title 1312,,,United States,7/3/2008,1965,TV-MA,8 Seasons,"Reality TV, British TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s1313,TV Show,Sample Title 1313,,"Raj Silva, Priya Smith, Priya Adeyemi, Olu Kim",United Kingdom,7/4/2008,1999,TV-G,2 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s1314,Movie,Sample Title 1314,,"Maria Chen, Olu Garcia",South Korea,12/25/2008,1980,G,125 min,"Stand-Up Comedy, Documentaries, Dramas",A sample description for demonstration purposes.
s1315,TV Show,Sample Title 1315,,"John Smith, Emma Chen, Alex Patel, Sofia Khan, Nina Patel",Japan,2018-10-23,2011,TV-MA,9 Seasons,"Reality TV, Crime TV Shows",A sample description for demonstration purposes.
s1316,Movie,Sample Title 1316,Liam Chen,"Raj Lopez, Yuki Adeyemi, Priya Sharma, Olu Patel, Yuki Sharma",,"February 07, 2008",1990,NC-17,132 min,"Cult Movies, Anime Series",A sample description for demonstration purposes.
s1317,Movie,Sample Title 1317,,"Alex Tanaka, Liam Lopez, Hana Lopez, Sofia Chen, Olu Novak",United States,1/19/2021,2021,NC-17,130 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1318,Movie,Sample Title 1318,,"Nina Chen, Sofia Tanaka, Emma Novak, Diego Brown",United States,2021-12-18,2019,TV-14,144 min,"Horror Movies, Action & Adventure, Documentaries",A sample description for demonstration purposes.
s1319,TV Show,Sample Title 1319,,"John Kim, Sofia Smith, Hana Sato, Priya Novak",India,"September 07, 2008",2003,TV-14,9 Seasons,"British TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s1320,Movie,Sample Title 1320,Hana Kim,"Maria Garcia, Yuki Silva, Nina Lee",France,2008-12-08,1946,TV-PG,71 min,"Horror Movies, Sports Movies",A sample description for demonstration purposes.
s1321,Movie,Sample Title 1321,Alex Lee,"Olu Kim, Diego Adeyemi",United States,2008-12-15,1961,NR,88 min,"Romantic Movies, International Movies",A sample description for demonstration purposes.
s1322,Movie,Sample Title 1322,Emma Khan,"Yuki Chen, Hana Jones, Nina Garcia, Diego Lopez, Liam Tanaka",United States,2008-11-24,1983,PG,86 min,"Children & Family Movies, Action & Adventure, Thrillers",A sample description for demonstration purposes.
s1323,Movie,Sample Title 1323,Hana Lee,"Raj Lopez, Liam Sharma, John Lopez, Yuki Smith",United States,2008-08-24,1945,NR,70 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s1324,Movie,Sample Title 1324,Diego Jones,"Ahmed Khan, Priya Novak, Olu Jones",United States,8/7/2008,1967,TV-PG,116 min,"Children & Family Movies, Cult Movies",A sample description for demonstration purposes.
s1325,TV Show,Sample Title 1325,,"Emma Lee, Nina Lopez, Wei Chen, Emma Khan, Raj Jones",United Kingdom,"August 01, 2008",1946,TV-G,3 Seasons,"TV Dramas, International TV Shows",A sample description for demonstration purposes.
s1326,Movie,Sample Title 1326,Alex Patel,"Ahmed Kim, Hana Chen, Maria Chen, Wei Smith, Diego Lopez",United States,"June 18, 2008",1949,PG-13,42 min,"Thrillers, Music & Musicals",A sample description for demonstration purposes.
s1327,Movie,Sample Title 1327,,"Sofia Garcia, Olu Brown, Wei Sato",South Korea,11/21/2008,1988,R,107 min,Dramas,A sample description for demonstration purposes.
s1328,Movie,Sample Title 1328,Emma Chen,"Sofia Sharma, Ahmed Sharma, Nina Sharma, Diego Adeyemi",France,"June 08, 2012",2010,PG,189 min,"Documentaries, Comedies",A sample description for demonstration purposes.
s1329,TV Show,Sample Title 1329,,"Wei Brown, Ahmed Adeyemi, Priya Adeyemi, Nina Sato",United Kingdom,"January 03, 2008",1995,TV-Y7,9 Seasons,"TV Dramas, International TV Shows, TV Comedies",A sample description for demonstration purposes.
s1330,Movie,Sample Title 1330,Emma Patel,"Ahmed Tanaka, Emma Sharma",United States,"January 13, 2008",1993,TV-PG,150 min,"Thrillers, Sports Movies, Comedies",A sample description for demonstration purposes.
s1331,TV Show,Sample Title 1331,,"Wei Lee, Tom Sato",Mexico,4/5/2008,1949,TV-Y7,6 Seasons,"Crime TV Shows, TV Comedies, Kids' TV",A sample description for demonstration purposes.
s1332,TV Show,Sample Title 1332,,"Tom Jones, Sofia Sato",,"May 14, 2008",1967,TV-Y7,3 Seasons,"Crime TV Shows, Reality TV, Kids' TV",A sample description for demonstration purposes.
s1333,Movie,Sample Title 1333,John Silva,"Wei Smith, Wei Brown, Hana Novak, Olu Lee, Liam Sharma",Japan,11/5/2008,2000,NR,102 min,"Music & Musicals, Sports Movies, Horror Movies",A sample description for demonstration purposes.
s1334,TV Show,Sample Title 1334,,"Tom Chen, Hana Chen, John Brown, Hana Jones, Maria Silva",United States,2008-04-11,1979,TV-14,2 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s1335,Movie,Sample Title 1335,Hana Adeyemi,"Sofia Tanaka, Tom Silva, Ahmed Sharma, John Sato, Tom Brown",United States,"April 15, 2008",1947,TV-MA,55 min,"Sci-Fi & Fantasy, Dramas",A sample description for demonstration purposes.
s1336,Movie,Sample Title 1336,,"Sofia Kim, Alex Lee, Ahmed Sato",United Kingdom,"September 26, 2008",1969,NC-17,162 min,Children & Family Movies,A sample description for demonstration purposes.
s1337,Movie,Sample Title 1337,Alex Sharma,"John Smith, Priya Adeyemi, Ahmed Adeyemi, Yuki Brown, Tom Sato",United States,10/3/2008,2008,NR,45 min,"Cult Movies, Romantic Movies, Sports Movies",A sample description for demonstration purposes.
s1338,Movie,Sample Title 1338,Ahmed Lee,"Maria Brown, Sofia Garcia, Alex Sato, Hana Brown, Hana Silva",United States,5/20/2008,1955,R,68 min,Dramas,A sample description for demonstration purposes.
s1339,TV Show,Sample Title 1339,,,Turkey,"October 08, 2008",1970,TV-Y,6 Seasons,"International TV Shows, TV Comedies, Crime TV Shows",A sample description for demonstration purposes.
s1340,TV Show,Sample Title 1340,,,Canada,3/1/2011,2011,TV-MA,10 Seasons,British TV Shows,A sample description for demonstration purposes.
s1341,Movie,Sample Title 1341,Emma Jones,"Alex Lopez, Tom Kim, Tom Brown",United States,11/22/2008,1998,PG-13,174 min,"Sci-Fi & Fantasy, Cult Movies, Thrillers",A sample description for demonstration purposes.
s1342,Movie,Sample Title 1342,Maria Patel,"Emma Kim, Liam Sharma, Raj Patel",United States,2008-10-18,1978,R,131 min,"Documentaries, Dramas, Classic Movies",A sample description for demonstration purposes.
s1343,Movie,Sample Title 1343,,"Liam Sharma, Diego Lopez, Diego Brown, Priya Smith",South Korea,"March 22, 2021",2021,NC-17,135 min,International Movies,A sample description for demonstration purposes.
s1344,Movie,Sample Title 1344,,"Sofia Chen, Sofia Garcia, John Lee, Diego Sato, Wei Sharma",United States,2008-04-20,1979,TV-14,189 min,Cult Movies,A sample description for demonstration purposes.
s1345,TV Show,Sample Title 1345,,"Alex Novak, Sofia Garcia, Olu Lee",United States,"April 19, 2008",1983,TV-Y7,8 Seasons,"International TV Shows, TV Dramas, Kids' TV",A sample description for demonstration purposes.
s1346,TV Show,Sample Title 1346,,,Spain,2014-09-04,2013,TV-Y7,2 Seasons,TV Comedies,A sample description for demonstration purposes.
s1347,Movie,Sample Title 1347,,,United States,2008-07-27,1991,TV-PG,143 min,"Cult Movies, Stand-Up Comedy, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s1348,Movie,Sample Title 1348,,"Priya Brown, Hana Sato, Alex Silva",United States,"May 02, 2008",1999,TV-PG,109 min,Children & Family Movies,A sample description for demonstration purposes.
s1349,Movie,Sample Title 1349,Liam Jones,"Yuki Silva, Ahmed Tanaka, Alex Smith",United States,9/2/2008,2000,R,76 min,Documentaries,A sample description for demonstration purposes.
s1350,Movie,Sample Title 1350,Diego Novak,"Olu Lee, Yuki Sato",,"November 08, 2008",1957,R,45 min,"Classic Movies, Sci-Fi & Fantasy, Romantic Movies",A sample description for demonstration purposes.
s1351,Movie,Sample Title 1351,Ahmed Lopez,"Yuki Lopez, Yuki Lee",United States,2018-05-23,2014,G,105 min,Anime Series,A sample description for demonstration purposes.
s1352,TV Show,Sample Title 1352,,"Raj Kim, Wei Jones, Diego Smith, Priya Patel",United States,2019-01-07,2012,TV-Y,5 Seasons,TV Dramas,A sample description for demonstration purposes.
s1353,Movie,Sample Title 1353,Olu Lopez,"Hana Smith, Nina Novak, Priya Tanaka, Priya Khan",United States,,1949,TV-14,83 min,Sports Movies,A sample description for demonstration purposes.
s1354,TV Show,Sample Title 1354,,"Alex Smith, Ahmed Smith, Emma Khan",Mexico,"February 23, 2011",2006,TV-14,1 Season,"TV Comedies, Kids' TV",A sample description for demonstration purposes.
s1355,Movie,Sample Title 1355,Tom Jones,"Hana Jones, Priya Chen, Sofia Silva, Sofia Kim, Emma Silva",India,2008-07-13,1947,TV-14,101 min,"Sports Movies, Music & Musicals",A sample description for demonstration purposes.
s1356,Movie,Sample Title 1356,Diego Sato,"Liam Patel, Diego Adeyemi, Ahmed Smith",United States,"December 03, 2008",1971,TV-MA,170 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1357,TV Show,Sample Title 1357,,"John Adeyemi, Hana Patel, Hana Sato, Tom Novak, Ahmed Silva",South Korea,4/5/2008,1986,TV-Y,2 Seasons,"British TV Shows, TV Dramas, International TV Shows",A sample description for demonstration purposes.
s1358,Movie,Sample Title 1358,John Sharma,"Raj Khan, Emma Tanaka, Emma Kim, Wei Patel",South Korea,9/20/2015,2008,TV-PG,145 min,"Music & Musicals, Comedies",A sample description for demonstration purposes.
s1359,Movie,Sample Title 1359,Yuki Sharma,"Liam Garcia, Emma Sato, Priya Silva, Diego Smith, Maria Patel",Mexico,2009-08-07,2008,TV-PG,79 min,Romantic Movies,A sample description for demonstration purposes.
s1360,Movie,Sample Title 1360,,"Yuki Tanaka, Priya Khan, Nina Smith",United States,11/14/2008,1992,PG-13,61 min,"Comedies, Action & Adventure, Documentaries",A sample description for demonstration purposes.
s1361,TV Show,Sample Title 1361,,"John Smith, Wei Patel",South Korea,2011-12-23,2010,TV-Y,1 Season,TV Comedies,A sample description for demonstration purposes.
s1362,Movie,Sample Title 1362,Diego Smith,"Sofia Sharma, Raj Jones, Emma Lee, Emma Adeyemi",India,"March 05, 2008",1960,TV-14,64 min,"Music & Musicals, Children & Family Movies",A sample description for demonstration purposes.
s1363,Movie,Sample Title 1363,,"Liam Silva, Hana Tanaka, Nina Lee",,"January 20, 2008",1993,NC-17,50 min,"Anime Series, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s1364,Movie,Sample Title 1364,Liam Novak,"Nina Sato, Olu Smith, Liam Patel, John Sharma, Wei Adeyemi",India,"August 25, 2021",2021,G,177 min,"Thrillers, Music & Musicals, Independent Movies",A sample description for demonstration purposes.
s1365,TV Show,Sample Title 1365,,"Wei Chen, Sofia Garcia, Maria Sato, Tom Brown, Nina Kim",United States,2015-02-15,2014,TV-G,7 Seasons,"International TV Shows, Kids' TV, TV Dramas",A sample description for demonstration purposes.
s1366,TV Show,Sample Title 1366,,"Maria Khan, Raj Sharma",,9/7/2018,2011,TV-MA,7 Seasons,"Crime TV Shows, Kids' TV",A sample description for demonstration purposes.
s1367,Movie,Sample Title 1367,Wei Brown,"Yuki Chen, Olu Sharma, Sofia Garcia, Maria Smith, Sofia Lee",United States,2/26/2008,1949,PG,69 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1368,Movie,Sample Title 1368,Maria Brown,"Olu Adeyemi, Diego Sharma, John Khan, Raj Khan",Australia,"February 06, 2008",1965,TV-MA,143 min,"Classic Movies, Anime Series",A sample description for demonstration purposes.
s1369,Movie,Sample Title 1369,Raj Adeyemi,,Canada,2021-05-08,2018,G,124 min,"Classic Movies, Romantic Movies, International Movies",A sample description for demonstration purposes.
s1370,Movie,Sample Title 1370,Wei Lee,"Nina Smith, Priya Garcia, Hana Tanaka, John Lee",United Kingdom,"August 12, 2008",1986,NR,45 min,"International Movies, Cult Movies",A sample description for demonstration purposes.
s1371,TV Show,Sample Title 1371,,"Raj Patel, Hana Novak, Emma Patel, Raj Smith, Olu Brown",South Korea,5/8/2008,1949,TV-PG,6 Seasons,TV Comedies,A sample description for demonstration purposes.
s1372,TV Show,Sample Title 1372,,"Yuki Smith, John Novak, Hana Jones, Olu Tanaka",South Korea,"August 02, 2008",1967,TV-Y,9 Seasons,Reality TV,A sample description for demonstration purposes.
s1373,Movie,Sample Title 1373,Emma Garcia,"John Garcia, Diego Sharma, Nina Patel",Spain,"November 05, 2008",1982,TV-14,64 min,"Independent Movies, Comedies, Romantic Movies",A sample description for demonstration purposes.
s1374,Movie,Sample Title 1374,Diego Sharma,"Alex Lee, Emma Chen",United States,"September 17, 2008",2004,TV-MA,106 min,"Sports Movies, Cult Movies",A sample description for demonstration purposes.
s1375,TV Show,Sample Title 1375,,"Ahmed Brown, Emma Smith, Tom Adeyemi, Tom Brown, Priya Adeyemi",United States,"January 18, 2021",2017,TV-14,2 Seasons,"TV Dramas, TV Comedies",A sample description for demonstration purposes.
s1376,Movie,Sample Title 1376,,"Emma Lee, Maria Garcia, Wei Garcia, Alex Lee, Olu Jones",Japan,"May 01, 2008",1958,PG,190 min,"Cult Movies, Anime Series",A sample description for demonstration purposes.
s1377,Movie,Sample Title 1377,Yuki Chen,"Tom Adeyemi, Tom Jones, Hana Silva, Nina Sharma",United States,"April 09, 2008",1973,G,177 min,Romantic Movies,A sample description for demonstration purposes.
s1378,Movie,Sample Title 1378,Alex Chen,"Hana Lopez, Diego Tanaka, Emma Tanaka",,6/26/2008,1980,PG,166 min,"Anime Series, Thrillers",A sample description for demonstration purposes.
s1379,Movie,Sample Title 1379,Ahmed Adeyemi,"Diego Brown, Tom Lee, Maria Garcia, Liam Sharma",United States,"May 02, 2008",1967,TV-14,86 min,"International Movies, Romantic Movies",A sample description for demonstration purposes.
s1380,Movie,Sample Title 1380,Sofia Smith,"Emma Kim, Tom Adeyemi, John Adeyemi, Olu Sato, Sofia Lee",Spain,2008-01-19,1957,NR,158 min,Thrillers,A sample description for demonstration purposes.
s1381,Movie,Sample Title 1381,,"John Silva, Yuki Garcia, John Silva",France,"October 22, 2008",1976,G,118 min,Thrillers,A sample description for demonstration purposes.
s1382,Movie,Sample Title 1382,Alex Lopez,"Emma Adeyemi, Yuki Novak, Olu Tanaka, Olu Jones, Diego Brown",United States,,1998,TV-MA,134 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s1383,TV Show,Sample Title 1383,,,United States,"December 25, 2014",2014,TV-PG,3 Seasons,"TV Dramas, British TV Shows, TV Comedies",A sample description for demonstration purposes.
s1384,Movie,Sample Title 1384,Emma Lopez,"Olu Tanaka, Hana Sato",Mexico,"July 10, 2008",1955,NC-17,96 min,"Romantic Movies, Dramas",A sample description for demonstration purposes.
s1385,TV Show,Sample Title 1385,,"Diego Silva, John Kim, Priya Garcia, Raj Kim",Brazil,"September 01, 2008",1950,TV-14,10 Seasons,"TV Comedies, International TV Shows, Kids' TV",A sample description for demonstration purposes.
s1386,Movie,Sample Title 1386,,"Sofia Sato, Tom Jones, Hana Sharma",India,"November 22, 2008",1969,TV-14,85 min,"Documentaries, Thrillers",A sample description for demonstration purposes.
s1387,Movie,Sample Title 1387,Sofia Novak,"Nina Lee, Diego Lopez, Yuki Khan, Liam Silva, Priya Smith",United States,"February 26, 2012",2005,NR,148 min,"Sports Movies, Classic Movies",A sample description for demonstration purposes.
s1388,Movie,Sample Title 1388,Priya Brown,"Maria Sharma, Sofia Smith, Tom Patel, Sofia Kim",United Kingdom,2008-06-25,1977,NR,113 min,"Music & Musicals, Thrillers",A sample description for demonstration purposes.
s1389,Movie,Sample Title 1389,Liam Adeyemi,"Raj Lee, Raj Brown, Tom Adeyemi, Olu Sato",India,2018-04-18,2017,PG,177 min,Sports Movies,A sample description for demonstration purposes.
s1390,Movie,Sample Title 1390,Emma Jones,,India,2010-04-26,2010,TV-14,129 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1391,TV Show,Sample Title 1391,,"Hana Garcia, Ahmed Jones, Sofia Adeyemi, Tom Kim, Yuki Adeyemi",United States,"February 01, 2020",2013,TV-G,9 Seasons,"TV Dramas, Crime TV Shows, Reality TV",A sample description for demonstration purposes.
s1392,Movie,Sample Title 1392,Emma Lopez,"Nina Kim, Sofia Lee",India,"August 07, 2010",2008,R,149 min,Documentaries,A sample description for demonstration purposes.
s1393,Movie,Sample Title 1393,Ahmed Lopez,"Liam Khan, Priya Khan, Maria Brown",Canada,2008-12-21,1946,TV-PG,138 min,Thrillers,A sample description for demonstration purposes.
s1394,Movie,Sample Title 1394,Raj Khan,"Diego Jones, Liam Novak",United States,11/26/2019,2014,NC-17,59 min,"Anime Series, Comedies, Classic Movies",A sample description for demonstration purposes.
s1395,TV Show,Sample Title 1395,,"Liam Silva, Wei Tanaka",India,2008-09-22,1990,TV-PG,2 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s1396,Movie,Sample Title 1396,Emma Khan,"Wei Lopez, Priya Garcia",United States,9/3/2021,2020,TV-14,130 min,"Classic Movies, Cult Movies",A sample description for demonstration purposes.
s1397,TV Show,Sample Title 1397,,"Nina Kim, John Jones, Sofia Garcia, Olu Sato, Tom Tanaka",United States,2008-09-27,1949,TV-MA,2 Seasons,"Kids' TV, TV Comedies, Reality TV",A sample description for demonstration purposes.
s1398,Movie,Sample Title 1398,Yuki Brown,"Wei Lopez, Yuki Garcia, Sofia Kim",South Korea,2016-02-07,2012,NC-17,153 min,"Horror Movies, Comedies, Romantic Movies",A sample description for demonstration purposes.
s1399,TV Show,Sample Title 1399,,"Ahmed Lopez, Hana Adeyemi, Hana Jones",United States,6/25/2008,1953,TV-G,1 Season,"International TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s1400,Movie,Sample Title 1400,,"Olu Garcia, Nina Lopez, Ahmed Jones, Ahmed Garcia",United States,2008-10-14,1967,TV-PG,149 min,"Horror Movies, Comedies, Documentaries",A sample description for demonstration purposes.
s1401,Movie,Sample Title 1401,,"Ahmed Silva, Nina Brown",India,2/8/2008,1996,R,138 min,"Cult Movies, Anime Series, Action & Adventure",A sample description for demonstration purposes.
s1402,Movie,Sample Title 1402,Sofia Chen,"Olu Patel, Emma Smith, Tom Sharma, John Tanaka",United States,2008-10-20,1981,NC-17,44 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s1403,Movie,Sample Title 1403,Hana Patel,,United States,,2018,NC-17,54 min,Music & Musicals,A sample description for demonstration purposes.
s1404,TV Show,Sample Title 1404,,"Sofia Sato, Raj Sato",South Korea,,1998,TV-14,8 Seasons,TV Dramas,A sample description for demonstration purposes.
s1405,Movie,Sample Title 1405,Ahmed Smith,"Hana Garcia, Ahmed Jones, Ahmed Novak, Ahmed Jones",Brazil,2008-08-18,1959,NC-17,40 min,"Romantic Movies, Classic Movies",A sample description for demonstration purposes.
s1406,Movie,Sample Title 1406,Hana Jones,"Liam Jones, Liam Patel, Emma Khan",United Kingdom,2021-12-27,2020,PG-13,178 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1407,TV Show,Sample Title 1407,,"Alex Lopez, Liam Novak, Priya Brown",United States,"November 20, 2008",1949,TV-MA,10 Seasons,Kids' TV,A sample description for demonstration purposes.
s1408,Movie,Sample Title 1408,,"Ahmed Sharma, Yuki Jones",United States,2008-01-20,1996,NR,52 min,"Romantic Movies, Cult Movies",A sample description for demonstration purposes.
s1409,Movie,Sample Title 1409,Tom Tanaka,"Alex Silva, Raj Patel, Priya Brown",Mexico,2008-08-10,2006,TV-PG,117 min,"Comedies, Stand-Up Comedy, International Movies",A sample description for demonstration purposes.
s1410,Movie,Sample Title 1410,Sofia Lopez,"Emma Tanaka, Emma Sato, Diego Chen, Priya Kim, Wei Lee",Spain,2008-11-11,1957,TV-PG,182 min,"Documentaries, Thrillers, Classic Movies",A sample description for demonstration purposes.
s1411,TV Show,Sample Title 1411,,"Priya Chen, Ahmed Sato, John Lee",Mexico,11/24/2008,1991,TV-G,3 Seasons,"International TV Shows, TV Dramas, Crime TV Shows",A sample description for demonstration purposes.
s1412,Movie,Sample Title 1412,,"Hana Silva, Maria Adeyemi, Olu Kim, Emma Lopez, Priya Silva",Spain,2008-06-15,1992,TV-MA,151 min,"Thrillers, Romantic Movies",A sample description for demonstration purposes.
s1413,TV Show,Sample Title 1413,,"Ahmed Brown, Diego Patel, Sofia Jones",United States,2008-03-08,1976,TV-PG,8 Seasons,TV Dramas,A sample description for demonstration purposes.
s1414,Movie,Sample Title 1414,Diego Tanaka,"Sofia Novak, Diego Jones, Alex Jones, John Novak, Priya Sharma",Nigeria,"April 24, 2008",1984,TV-MA,123 min,"Classic Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s1415,TV Show,Sample Title 1415,,"Tom Khan, Emma Silva, Yuki Chen",South Korea,"October 01, 2008",1949,TV-14,1 Season,"TV Comedies, Kids' TV",A sample description for demonstration purposes.
s1416,Movie,Sample Title 1416,Emma Silva,"Maria Garcia, Tom Chen",,10/8/2020,2016,R,188 min,"Action & Adventure, Classic Movies",A sample description for demonstration purposes.
s1417,Movie,Sample Title 1417,Diego Garcia,"Diego Garcia, Hana Adeyemi, Priya Lopez",,"June 11, 2008",1995,TV-14,71 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s1418,Movie,Sample Title 1418,Diego Brown,"Tom Smith, Raj Lopez, Emma Lee, Liam Adeyemi, Ahmed Garcia",United States,"October 13, 2008",1959,PG-13,188 min,Stand-Up Comedy,A sample description for demonstration purposes.
s1419,Movie,Sample Title 1419,,"Alex Tanaka, Raj Lee, Sofia Novak, Diego Khan",Nigeria,2012-04-14,2008,TV-14,137 min,"Action & Adventure, Independent Movies, Comedies",A sample description for demonstration purposes.
s1420,Movie,Sample Title 1420,Olu Kim,"Nina Tanaka, Tom Chen, Priya Garcia",United States,2008-01-01,1999,TV-PG,46 min,Children & Family Movies,A sample description for demonstration purposes.
s1421,Movie,Sample Title 1421,Priya Silva,"Tom Kim, Diego Novak, Liam Smith",South Korea,"February 26, 2008",1974,NR,63 min,"Documentaries, Action & Adventure, Music & Musicals",A sample description for demonstration purposes.
s1422,Movie,Sample Title 1422,Ahmed Jones,"Yuki Brown, Emma Brown",India,,1990,TV-MA,104 min,"Stand-Up Comedy, Anime Series, Independent Movies",A sample description for demonstration purposes.
s1423,Movie,Sample Title 1423,,"Tom Brown, Ahmed Novak, Olu Brown, Maria Patel",United States,6/26/2008,1980,R,79 min,"Horror Movies, Sci-Fi & Fantasy, Anime Series",A sample description for demonstration purposes.
s1424,TV Show,Sample Title 1424,,"Emma Garcia, Ahmed Khan, Maria Lopez, Wei Tanaka",United States,,1961,TV-PG,3 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s1425,TV Show,Sample Title 1425,,"Emma Lopez, Alex Khan",United States,"January 11, 2021",2018,TV-14,6 Seasons,"Kids' TV, British TV Shows",A sample description for demonstration purposes.
s1426,Movie,Sample Title 1426,Raj Brown,"Tom Sharma, Yuki Sharma, Wei Patel",United States,7/12/2008,1956,G,52 min,"Anime Series, Independent Movies, International Movies",A sample description for demonstration purposes.
s1427,Movie,Sample Title 1427,Tom Tanaka,"Wei Patel, Nina Tanaka, Liam Tanaka",United States,,2010,R,59 min,"Children & Family Movies, Classic Movies, Anime Series",A sample description for demonstration purposes.
s1428,Movie,Sample Title 1428,,"Liam Chen, Raj Silva, Olu Patel",Germany,10/26/2008,1970,PG-13,95 min,"Action & Adventure, Cult Movies",A sample description for demonstration purposes.
s1429,TV Show,Sample Title 1429,,"Priya Smith, Ahmed Smith, Sofia Sato",Mexico,2008-02-04,1953,TV-Y7,8 Seasons,"Kids' TV, TV Dramas",A sample description for demonstration purposes.
s1430,Movie,Sample Title 1430,Diego Patel,"Wei Patel, Tom Lopez",,"May 09, 2008",1983,R,82 min,Music & Musicals,A sample description for demonstration purposes.
s1431,TV Show,Sample Title 1431,,"John Lee, Tom Jones, Yuki Khan, Wei Sato",India,11/3/2020,2015,TV-G,1 Season,Crime TV Shows,A sample description for demonstration purposes.
s1432,Movie,Sample Title 1432,,"Tom Garcia, Nina Kim, Nina Lee, Liam Brown",Japan,2013-11-17,2007,NC-17,169 min,"Music & Musicals, Thrillers",A sample description for demonstration purposes.
s1433,TV Show,Sample Title 1433,,"Yuki Khan, Ahmed Patel, Wei Garcia, Diego Adeyemi, Nina Adeyemi",United Kingdom,2008-03-26,1966,TV-G,9 Seasons,TV Dramas,A sample description for demonstration purposes.
s1434,Movie,Sample Title 1434,Sofia Silva,"Hana Lopez, Raj Sharma",United States,2008-05-25,1996,PG,100 min,"Children & Family Movies, Dramas",A sample description for demonstration purposes.
s1435,TV Show,Sample Title 1435,,"Alex Kim, Tom Tanaka",Canada,7/5/2008,1977,TV-PG,6 Seasons,"TV Dramas, TV Comedies, British TV Shows",A sample description for demonstration purposes.
